frame_idx timestamp u v depth_m u_next v_next
0 0.000000000 703.000 120.000 51.5002 705.163 119.793
0 0.000000000 917.000 102.000 18.8143 927.800 99.884
0 0.000000000 928.000 109.000 18.3043 939.485 107.071
0 0.000000000 1086.000 79.000 16.2054 1105.793 75.337
0 0.000000000 534.000 177.000 75.0250 534.614 177.790
0 0.000000000 896.000 91.000 19.0502 906.174 88.807
0 0.000000000 509.000 180.000 53.7790 509.132 180.878
0 0.000000000 929.000 96.000 18.7562 940.486 93.771
0 0.000000000 360.000 176.000 34.5285 357.055 177.131
0 0.000000000 726.000 124.000 48.2303 728.540 123.779
0 0.000000000 850.000 29.000 25.1117 856.699 25.649
0 0.000000000 926.000 137.000 15.9922 939.198 135.593
0 0.000000000 917.000 88.000 18.6412 926.217 86.875
0 0.000000000 467.000 173.000 34.7258 465.865 173.860
0 0.000000000 517.000 186.000 62.6497 517.294 186.872
0 0.000000000 852.000 107.000 25.3209 858.873 105.500
0 0.000000000 458.000 184.000 31.8169 456.707 185.154
0 0.000000000 479.000 179.000 36.3894 478.151 179.867
0 0.000000000 472.000 196.000 34.5285 470.943 197.364
0 0.000000000 1042.000 92.000 15.8669 1060.066 88.548
0 0.000000000 926.000 81.000 18.1947 936.379 79.404
0 0.000000000 871.000 101.000 20.7407 879.370 99.434
0 0.000000000 935.000 76.000 18.3596 946.739 73.398
0 0.000000000 856.000 71.000 25.2159 862.785 68.877
0 0.000000000 782.000 119.000 37.5125 785.694 118.600
0 0.000000000 729.000 142.000 48.6162 731.618 142.288
0 0.000000000 287.000 189.000 44.6840 284.348 190.396
0 0.000000000 207.000 220.000 18.6412 196.200 222.887
0 0.000000000 852.000 136.000 25.9702 859.173 133.481
0 0.000000000 1022.000 59.000 8.5834 1033.294 55.231
0 0.000000000 928.000 127.000 17.2154 941.335 124.539
0 0.000000000 461.000 200.000 32.3246 459.710 201.392
0 0.000000000 994.000 60.000 24.6033 1004.401 56.494
0 0.000000000 918.000 117.000 18.6412 926.265 117.751
0 0.000000000 1044.000 105.000 15.3074 1063.116 102.207
0 0.000000000 850.000 93.000 25.3209 856.745 91.390
0 0.000000000 904.000 76.000 19.1101 914.178 73.376
0 0.000000000 416.000 173.000 36.8304 415.084 173.927
0 0.000000000 286.000 179.000 43.0995 283.372 180.453
0 0.000000000 913.000 22.000 23.8315 921.471 18.506
0 0.000000000 901.000 100.000 19.2311 911.234 97.998
0 0.000000000 398.000 179.000 34.9254 397.217 180.178
0 0.000000000 349.000 176.000 23.7384 346.229 177.482
0 0.000000000 1084.000 103.000 15.2689 1104.525 98.852
0 0.000000000 882.000 94.000 21.1008 891.262 91.973
0 0.000000000 918.000 129.000 17.8212 927.202 128.802
0 0.000000000 318.000 189.000 47.4767 315.825 190.317
0 0.000000000 923.000 67.000 24.2112 931.875 67.008
0 0.000000000 429.000 178.000 32.6722 427.298 179.269
0 0.000000000 979.000 90.000 15.8256 994.693 86.833
0 0.000000000 498.000 189.000 37.9814 497.603 190.066
0 0.000000000 1111.000 55.000 25.6414 1124.620 51.934
0 0.000000000 864.000 81.000 25.3209 871.153 79.017
0 0.000000000 924.000 21.000 23.7384 932.504 17.482
0 0.000000000 219.000 180.000 37.7455 214.317 181.518
0 0.000000000 319.000 179.000 47.4767 316.776 180.373
0 0.000000000 657.000 192.000 41.3403 658.954 192.859
0 0.000000000 1106.000 79.000 21.9387 1121.010 76.170
0 0.000000000 180.000 182.000 32.6722 174.371 183.669
0 0.000000000 1128.000 49.000 25.7501 1142.637 45.800
0 0.000000000 268.000 179.000 41.0610 264.656 180.179
0 0.000000000 763.000 141.000 48.2303 766.397 140.867
0 0.000000000 1100.000 92.000 22.0182 1114.675 89.471
0 0.000000000 461.000 126.000 31.6512 459.673 126.198
0 0.000000000 344.000 185.000 45.0150 342.265 186.318
0 0.000000000 429.000 202.000 32.6722 427.169 203.409
0 0.000000000 657.000 161.000 52.8437 658.831 161.442
0 0.000000000 201.000 114.000 28.0047 194.544 114.093
0 0.000000000 865.000 92.000 25.2159 872.654 90.383
0 0.000000000 359.000 164.000 24.1152 355.660 165.268
0 0.000000000 228.000 166.000 25.0083 222.076 167.502
0 0.000000000 161.000 166.000 31.6512 154.500 167.362
0 0.000000000 1055.000 103.000 14.6434 1075.154 99.918
0 0.000000000 207.000 196.000 18.9907 196.314 198.197
0 0.000000000 193.000 153.000 18.7562 186.244 153.978
0 0.000000000 159.000 107.000 31.6512 152.351 107.408
0 0.000000000 1069.000 105.000 14.6434 1089.509 102.076
0 0.000000000 781.000 138.000 40.7854 784.651 137.650
0 0.000000000 330.000 190.000 49.4067 328.297 191.388
0 0.000000000 433.000 128.000 31.8169 430.989 128.126
0 0.000000000 206.000 140.000 22.5075 197.595 140.548
0 0.000000000 968.000 60.000 24.1152 977.879 56.314
0 0.000000000 486.000 197.000 36.8304 485.294 198.201
0 0.000000000 688.000 110.000 60.1685 689.869 109.976
0 0.000000000 383.000 174.000 24.8042 380.851 175.279
0 0.000000000 461.000 157.000 31.6512 459.642 157.688
0 0.000000000 659.000 171.000 45.6919 660.885 171.470
0 0.000000000 505.000 197.000 41.6234 504.711 198.165
0 0.000000000 953.000 65.000 16.0344 966.770 61.069
0 0.000000000 213.000 107.000 24.9058 204.946 106.799
0 0.000000000 687.000 149.000 54.2591 689.606 149.080
0 0.000000000 746.000 141.000 47.8506 751.051 140.610
0 0.000000000 199.000 188.000 34.1406 189.017 190.079
0 0.000000000 202.000 207.000 18.6985 190.872 209.519
0 0.000000000 430.000 79.000 44.3578 428.747 78.835
0 0.000000000 195.000 130.000 19.0502 184.444 129.806
0 0.000000000 370.000 175.000 24.2112 367.187 176.138
0 0.000000000 145.000 155.000 31.4872 137.867 156.248
0 0.000000000 192.000 140.000 18.8727 181.176 140.432
0 0.000000000 648.000 175.000 49.0083 649.779 175.604
0 0.000000000 1069.000 9.000 23.8315 1080.928 4.978
0 0.000000000 215.000 147.000 23.7384 208.057 148.095
0 0.000000000 450.000 132.000 31.4872 448.517 132.100
0 0.000000000 185.000 222.000 18.4152 173.223 225.050
0 0.000000000 390.000 77.000 34.1406 387.573 76.529
0 0.000000000 1063.000 62.000 17.2643 1081.317 57.696
0 0.000000000 438.000 112.000 34.3335 436.379 111.925
0 0.000000000 1115.000 69.000 20.3245 1130.244 65.907
0 0.000000000 342.000 76.000 32.3246 338.561 75.424
0 0.000000000 423.000 87.000 37.9814 421.569 86.792
0 0.000000000 669.000 159.000 55.7525 671.090 159.397
0 0.000000000 889.000 73.000 25.3209 897.217 70.629
0 0.000000000 935.000 87.000 17.8212 946.710 84.569
0 0.000000000 990.000 90.000 15.7845 1005.953 86.817
0 0.000000000 168.000 181.000 33.2078 161.553 182.571
0 0.000000000 434.000 100.000 35.3315 432.414 99.880
0 0.000000000 1058.000 85.000 15.7436 1076.347 81.564
0 0.000000000 193.000 45.000 41.6234 188.692 44.815
0 0.000000000 427.000 190.000 32.6722 425.135 191.302
0 0.000000000 1168.000 41.000 18.4712 1186.666 36.524
0 0.000000000 774.000 55.000 35.1273 777.599 53.513
0 0.000000000 642.000 110.000 59.5787 643.354 109.951
0 0.000000000 270.000 63.000 49.4067 267.627 63.036
0 0.000000000 322.000 81.000 59.0002 319.340 80.532
0 0.000000000 193.000 84.000 18.0864 181.271 82.652
0 0.000000000 633.000 120.000 63.3023 634.264 120.172
0 0.000000000 185.000 125.000 18.3043 173.510 124.968
0 0.000000000 166.000 151.000 31.6512 159.551 152.077
0 0.000000000 1187.000 38.000 19.6667 1206.478 33.292
0 0.000000000 612.000 187.000 65.3443 613.198 187.707
0 0.000000000 838.000 68.000 25.6414 844.650 65.882
0 0.000000000 696.000 59.000 53.7790 697.853 58.424
0 0.000000000 489.000 112.000 75.9628 489.218 112.402
0 0.000000000 398.000 83.000 33.7612 395.632 82.576
0 0.000000000 380.000 75.000 33.7612 377.373 74.483
0 0.000000000 476.000 164.000 72.3455 475.450 164.837
0 0.000000000 879.000 70.000 25.1117 886.715 67.681
0 0.000000000 256.000 174.000 23.4634 250.420 175.274
0 0.000000000 207.000 53.000 41.9105 203.182 52.908
0 0.000000000 197.000 219.000 18.3043 185.500 221.962
0 0.000000000 636.000 213.000 30.0843 638.011 214.498
0 0.000000000 233.000 206.000 22.5912 224.888 208.166
0 0.000000000 304.000 195.000 27.0090 299.834 196.674
0 0.000000000 207.000 40.000 41.6234 203.235 39.793
0 0.000000000 309.000 78.000 25.8597 305.290 77.933
0 0.000000000 658.000 114.000 59.5787 659.506 113.974
0 0.000000000 205.000 233.000 18.6412 194.129 236.143
0 0.000000000 866.000 68.000 24.9058 873.063 65.792
0 0.000000000 705.000 146.000 56.2687 708.168 146.069
0 0.000000000 935.000 350.000 6.3969 969.041 367.292
0 0.000000000 391.000 134.000 25.9702 387.554 134.279
0 0.000000000 146.000 95.000 31.1642 138.847 95.185
0 0.000000000 173.000 167.000 31.8169 166.966 168.445
0 0.000000000 1110.000 95.000 21.7814 1124.785 92.581
0 0.000000000 669.000 109.000 61.3841 670.561 108.897
0 0.000000000 227.000 220.000 22.2602 218.630 222.617
0 0.000000000 291.000 209.000 24.1152 284.867 210.891
0 0.000000000 298.000 170.000 23.7384 294.773 169.925
0 0.000000000 234.000 73.000 41.0610 230.389 73.035
0 0.000000000 265.000 211.000 22.5912 257.775 213.326
0 0.000000000 428.000 111.000 34.5285 426.300 110.951
0 0.000000000 403.000 146.000 31.1642 400.107 146.532
0 0.000000000 338.000 150.000 23.7384 332.708 150.603
0 0.000000000 640.000 183.000 52.8437 641.591 183.750
0 0.000000000 492.000 159.000 71.4944 492.362 159.635
0 0.000000000 382.000 106.000 26.4218 378.302 105.632
0 0.000000000 370.000 76.000 32.1536 367.083 75.495
0 0.000000000 1149.000 67.000 19.2311 1167.347 63.314
0 0.000000000 262.000 290.000 10.3175 244.527 298.067
0 0.000000000 469.000 139.000 66.7805 467.701 139.632
0 0.000000000 428.000 165.000 31.9843 426.218 166.293
0 0.000000000 867.000 314.000 7.9128 888.828 325.534
0 0.000000000 259.000 194.000 42.2015 251.735 195.850
0 0.000000000 404.000 171.000 32.3246 402.955 172.045
0 0.000000000 828.000 132.000 27.1296 834.257 130.919
0 0.000000000 402.000 134.000 30.6920 398.994 134.305
0 0.000000000 363.000 142.000 23.7384 358.401 142.404
0 0.000000000 240.000 214.000 22.3420 231.987 216.320
0 0.000000000 426.000 138.000 31.8169 423.958 138.414
0 0.000000000 830.000 101.000 27.1296 835.962 99.684
0 0.000000000 136.000 95.000 30.0843 128.317 95.062
0 0.000000000 1117.000 79.000 21.4736 1132.205 75.997
0 0.000000000 824.000 76.000 26.4218 829.982 74.099
0 0.000000000 390.000 120.000 26.5372 386.530 119.940
0 0.000000000 390.000 162.000 25.6414 386.774 163.136
0 0.000000000 220.000 63.000 41.3403 216.293 62.950
0 0.000000000 246.000 205.000 22.7604 238.326 207.008
0 0.000000000 375.000 145.000 24.3081 370.851 145.463
0 0.000000000 404.000 158.000 31.0052 401.468 158.734
0 0.000000000 139.000 127.000 30.5378 131.678 127.820
0 0.000000000 410.000 193.000 37.7455 409.164 194.235
0 0.000000000 380.000 134.000 24.9058 376.130 134.274
0 0.000000000 501.000 150.000 75.0250 501.280 150.620
0 0.000000000 325.000 148.000 23.7384 319.371 148.546
0 0.000000000 361.000 94.000 25.4269 356.645 93.374
0 0.000000000 343.000 248.000 18.0864 335.619 251.601
0 0.000000000 500.000 207.000 34.7258 499.721 208.311
0 0.000000000 350.000 103.000 24.3081 345.240 102.553
0 0.000000000 299.000 146.000 23.6460 292.708 146.617
0 0.000000000 187.000 205.000 18.5275 175.278 207.311
0 0.000000000 365.000 106.000 25.1117 360.676 105.624
0 0.000000000 270.000 131.000 23.4634 263.068 131.301
0 0.000000000 655.000 205.000 33.5747 657.053 206.176
0 0.000000000 490.000 143.000 71.4944 490.155 143.583
0 0.000000000 627.000 140.000 62.6497 628.306 140.344
0 0.000000000 623.000 150.000 62.6497 624.259 150.460
0 0.000000000 218.000 205.000 22.1789 208.995 207.137
0 0.000000000 416.000 150.000 31.9843 413.932 150.583
0 0.000000000 351.000 157.000 23.7384 347.157 158.591
0 0.000000000 417.000 112.000 34.3335 414.950 111.998
0 0.000000000 401.000 108.000 33.3902 398.467 107.832
0 0.000000000 412.000 84.000 34.7258 409.930 83.599
0 0.000000000 370.000 115.000 25.0083 365.744 114.764
0 0.000000000 237.000 128.000 23.2836 229.044 128.244
0 0.000000000 340.000 130.000 23.6460 334.723 130.135
0 0.000000000 648.000 128.000 59.5787 649.475 128.177
0 0.000000000 218.000 134.000 23.2836 209.728 134.454
0 0.000000000 1156.000 48.000 18.9907 1174.044 43.783
0 0.000000000 624.000 197.000 45.0150 625.405 197.906
0 0.000000000 232.000 150.000 23.6460 224.468 150.932
0 0.000000000 257.000 78.000 42.4967 250.262 77.318
0 0.000000000 198.000 34.000 42.4967 193.506 33.614
0 0.000000000 285.000 128.000 23.5544 278.402 128.279
0 0.000000000 308.000 140.000 23.6460 301.913 140.434
0 0.000000000 166.000 207.000 21.3980 155.630 209.428
0 0.000000000 350.000 145.000 23.7384 345.071 145.470
0 0.000000000 278.000 146.000 23.5544 271.253 146.606
0 0.000000000 195.000 229.000 18.6985 183.464 232.142
0 0.000000000 299.000 133.000 23.5544 292.734 133.332
0 0.000000000 667.000 138.000 59.0002 668.663 138.193
0 0.000000000 280.000 100.000 23.7384 273.452 99.545
0 0.000000000 355.000 125.000 23.7384 350.144 124.994
0 0.000000000 426.000 149.000 31.6512 423.970 149.535
0 0.000000000 323.000 169.000 23.7384 318.469 170.652
0 0.000000000 340.000 118.000 23.7384 334.784 117.881
0 0.000000000 297.000 157.000 23.7384 290.763 157.853
0 0.000000000 731.000 101.000 49.0083 733.539 100.522
0 0.000000000 386.000 151.000 25.2159 382.292 151.569
0 0.000000000 642.000 150.000 60.7702 643.453 150.345
0 0.000000000 721.000 285.000 10.3175 729.713 292.206
0 0.000000000 316.000 122.000 23.7384 310.269 121.988
0 0.000000000 1156.000 80.000 19.9902 1174.525 76.681
0 0.000000000 418.000 98.000 34.5285 416.219 97.809
0 0.000000000 219.000 28.000 41.6234 215.219 27.610
0 0.000000000 652.000 227.000 22.7604 654.621 229.007
0 0.000000000 358.000 73.000 33.5747 354.716 72.430
0 0.000000000 395.000 99.000 33.5747 392.278 98.698
0 0.000000000 304.000 120.000 23.7384 297.873 119.999
0 0.000000000 332.000 81.000 31.4872 328.064 80.484
0 0.000000000 273.000 163.000 23.6460 266.085 164.078
0 0.000000000 292.000 109.000 23.6460 285.691 108.762
0 0.000000000 338.000 105.000 23.8315 332.895 104.585
0 0.000000000 148.000 144.000 31.3249 140.950 145.070
0 0.000000000 1202.000 39.000 19.7306 1223.064 34.157
0 0.000000000 311.000 162.000 23.7384 305.146 162.928
0 0.000000000 277.000 206.000 23.2836 270.492 207.977
0 0.000000000 263.000 166.000 23.5544 256.067 167.192
0 0.000000000 378.000 122.000 25.2159 374.088 121.921
0 0.000000000 656.000 135.000 59.0002 657.571 135.199
0 0.000000000 250.000 146.000 23.4634 242.477 146.635
0 0.000000000 325.000 117.000 23.7384 319.449 116.844
0 0.000000000 694.000 74.000 53.7790 695.960 73.526
0 0.000000000 288.000 138.000 23.5544 281.512 138.420
0 0.000000000 318.000 140.000 23.7384 312.242 140.438
0 0.000000000 277.000 111.000 23.6460 270.358 110.790
0 0.000000000 642.000 164.000 60.7702 643.531 164.548
0 0.000000000 665.000 128.000 60.1685 666.653 128.136
0 0.000000000 258.000 129.000 23.2836 250.749 129.257
0 0.000000000 1158.000 249.000 13.6256 1185.795 252.453
0 0.000000000 308.000 172.000 23.7384 305.151 172.389
0 0.000000000 231.000 111.000 23.6460 223.045 110.806
0 0.000000000 376.000 89.000 31.4872 372.586 88.468
0 0.000000000 375.000 163.000 24.7033 371.578 164.335
0 0.000000000 337.000 91.000 24.0199 331.907 90.334
0 0.000000000 170.000 219.000 20.9553 159.226 221.808
0 0.000000000 367.000 128.000 23.9253 362.522 128.083
0 0.000000000 262.000 140.000 23.3732 254.801 140.479
0 0.000000000 721.000 135.000 49.4067 723.608 135.510
0 0.000000000 355.000 194.000 40.7854 353.044 195.407
0 0.000000000 1144.000 249.000 13.5951 1170.843 252.239
0 0.000000000 304.000 110.000 23.7384 297.934 109.707
0 0.000000000 695.000 96.000 53.3072 697.022 95.203
0 0.000000000 231.000 96.000 23.9253 223.384 95.470
0 0.000000000 821.000 86.000 27.1296 826.842 84.288
0 0.000000000 250.000 157.000 23.4634 242.427 157.894
0 0.000000000 353.000 115.000 23.9253 348.157 114.737
0 0.000000000 229.000 137.000 23.1066 221.029 137.485
0 0.000000000 160.000 54.000 33.9498 154.640 54.082
0 0.000000000 719.000 57.000 51.9404 721.150 56.178
0 0.000000000 221.000 48.000 42.2015 217.182 47.826
0 0.000000000 264.000 156.000 23.5544 256.817 156.866
0 0.000000000 836.000 5.000 24.8042 842.501 1.282
0 0.000000000 980.000 101.000 15.7029 995.676 97.906
0 0.000000000 1016.000 90.000 15.8256 1032.880 86.683
0 0.000000000 632.000 158.000 59.5787 633.377 158.491
0 0.000000000 646.000 214.000 27.3740 648.004 215.455
0 0.000000000 173.000 248.000 17.4127 159.956 252.121
0 0.000000000 147.000 47.000 33.7612 141.095 46.510
0 0.000000000 158.000 200.000 32.3246 148.054 202.022
0 0.000000000 658.000 151.000 59.5787 659.729 151.400
0 0.000000000 150.000 174.000 31.6512 143.284 175.400
0 0.000000000 837.000 79.000 25.3209 843.601 76.949
0 0.000000000 159.000 216.000 21.5497 148.599 218.593
0 0.000000000 315.000 101.000 23.7384 309.223 100.513
0 0.000000000 518.000 199.000 46.0381 518.081 200.113
0 0.000000000 1193.000 77.000 19.1101 1213.912 73.404
0 0.000000000 296.000 91.000 23.9253 289.788 90.363
0 0.000000000 1134.000 26.000 25.5337 1148.250 22.072
0 0.000000000 1178.000 96.000 19.3536 1198.652 92.975
0 0.000000000 1169.000 63.000 18.9907 1188.305 59.079
0 0.000000000 920.000 347.000 6.5485 952.203 363.275
0 0.000000000 266.000 116.000 23.5544 258.955 115.908
0 0.000000000 602.000 251.000 15.3460 603.371 254.858
0 0.000000000 303.000 100.000 23.6460 296.911 99.487
0 0.000000000 799.000 47.000 29.7893 803.697 44.856
0 0.000000000 595.000 243.000 18.0327 596.028 245.936
0 0.000000000 811.000 106.000 29.9361 816.079 105.084
0 0.000000000 415.000 131.000 32.6722 412.917 131.361
0 0.000000000 266.000 105.000 23.6460 258.983 104.661
0 0.000000000 256.000 113.000 23.5544 248.652 112.848
0 0.000000000 351.000 81.000 31.9843 347.587 80.457
0 0.000000000 267.000 200.000 41.3403 259.932 201.829
0 0.000000000 325.000 129.000 23.6460 319.407 129.185
0 0.000000000 735.000 289.000 10.0447 744.509 296.603
0 0.000000000 304.000 205.000 27.0090 298.997 206.785
0 0.000000000 610.000 237.000 19.2921 611.433 239.558
0 0.000000000 615.000 218.000 25.9702 616.532 219.928
0 0.000000000 326.000 98.000 23.8315 320.596 97.452
0 0.000000000 1125.000 247.000 13.6562 1150.862 250.168
0 0.000000000 946.000 343.000 6.6488 979.547 359.163
0 0.000000000 474.000 353.000 6.3901 463.670 370.977
0 0.000000000 449.000 207.000 31.3249 447.120 208.471
0 0.000000000 353.000 250.000 16.5136 345.630 253.605
0 0.000000000 408.000 123.000 33.2078 405.583 123.183
0 0.000000000 882.000 109.000 19.3536 891.422 107.192
0 0.000000000 331.000 163.000 23.7384 325.734 163.978
0 0.000000000 427.000 216.000 26.1941 424.359 217.943
0 0.000000000 992.000 106.000 14.8582 1009.076 103.043
0 0.000000000 138.000 141.000 30.8478 130.608 142.018
0 0.000000000 395.000 206.000 33.7612 392.428 207.597
0 0.000000000 1205.000 79.000 18.9907 1225.497 75.798
0 0.000000000 240.000 90.000 24.6033 232.464 89.404
0 0.000000000 348.000 91.000 24.8042 343.184 90.349
0 0.000000000 292.000 76.000 25.4269 286.170 75.137
0 0.000000000 637.000 173.000 56.7946 638.582 173.657
0 0.000000000 215.000 124.000 23.1947 206.191 124.237
0 0.000000000 694.000 263.000 12.5818 699.799 267.830
0 0.000000000 745.000 290.000 9.7545 755.188 298.080
0 0.000000000 820.000 244.000 15.7436 830.150 247.225
0 0.000000000 150.000 84.000 29.7893 142.864 83.863
0 0.000000000 675.000 212.000 27.0090 677.744 213.445
0 0.000000000 200.000 92.000 33.9498 188.909 91.217
0 0.000000000 366.000 192.000 45.6919 364.063 193.350
0 0.000000000 1183.000 74.000 19.2921 1203.431 70.359
0 0.000000000 706.000 134.000 52.3881 708.501 133.963
0 0.000000000 149.000 216.000 21.4736 138.805 218.583
0 0.000000000 251.000 297.000 9.5102 233.042 305.182
0 0.000000000 705.000 263.000 12.4275 711.185 267.829
0 0.000000000 186.000 247.000 17.4627 173.216 251.052
0 0.000000000 974.000 254.000 13.2686 992.973 257.987
1 0.104228300 926.000 105.000 17.9794 936.566 104.128
1 0.104228300 907.000 89.000 18.6412 917.735 87.478
1 0.104228300 939.000 106.000 18.0327 951.031 104.711
1 0.104228300 705.000 120.000 49.4067 707.168 120.467
1 0.104228300 535.000 178.000 75.9628 535.368 179.104
1 0.104228300 942.000 93.000 17.7691 954.101 91.489
1 0.104228300 512.000 180.000 59.5787 511.985 181.230
1 0.104228300 1106.000 75.000 15.5423 1126.873 72.074
1 0.104228300 926.000 88.000 17.7691 936.362 87.107
1 0.104228300 940.000 138.000 15.1170 954.207 137.454
1 0.104228300 465.000 173.000 33.3902 463.539 174.236
1 0.104228300 357.000 175.000 34.5285 353.870 176.451
1 0.104228300 728.000 124.000 47.8506 730.413 124.467
1 0.104228300 1100.000 83.000 15.2689 1120.918 80.286
1 0.104228300 284.000 190.000 42.7959 281.006 191.508
1 0.104228300 863.000 68.000 24.8042 869.967 66.614
1 0.104228300 457.000 185.000 31.8169 455.407 186.439
1 0.104228300 858.000 105.000 25.1117 864.950 104.364
1 0.104228300 470.000 197.000 34.3335 468.610 198.685
1 0.104228300 478.000 179.000 35.5381 476.923 180.269
1 0.104228300 857.000 26.000 24.1152 863.881 23.423
1 0.104228300 196.000 223.000 18.2493 184.168 225.982
1 0.104228300 1061.000 89.000 15.1926 1080.045 86.419
1 0.104228300 786.000 118.000 37.0550 789.633 118.263
1 0.104228300 947.000 73.000 17.5130 959.386 71.105
1 0.104228300 731.000 144.000 51.5002 733.636 144.585
1 0.104228300 881.000 99.000 20.6001 889.934 98.154
1 0.104228300 925.000 62.000 23.8315 934.091 61.102
1 0.104228300 936.000 79.000 17.7173 946.887 77.884
1 0.104228300 935.000 118.000 17.7691 947.342 116.738
1 0.104228300 934.000 130.000 16.3361 948.182 128.220
1 0.104228300 460.000 202.000 32.1536 458.462 203.738
1 0.104228300 914.000 74.000 18.7562 924.370 72.129
1 0.104228300 270.000 180.000 42.2015 266.379 181.312
1 0.104228300 856.000 91.000 25.1117 862.852 90.177
1 0.104228300 415.000 174.000 36.3894 413.939 175.182
1 0.104228300 767.000 141.000 47.4767 769.778 141.359
1 0.104228300 525.000 178.000 73.2171 525.212 179.181
1 0.104228300 1064.000 102.000 14.1326 1084.411 100.041
1 0.104228300 498.000 190.000 37.0550 497.361 191.426
1 0.104228300 946.000 121.000 17.3135 959.619 119.202
1 0.104228300 898.000 96.000 18.9907 908.258 94.669
1 0.104228300 1033.000 55.000 8.3590 1044.477 52.055
1 0.104228300 859.000 135.000 24.8042 865.902 133.176
1 0.104228300 426.000 174.000 32.1536 424.069 175.435
1 0.104228300 922.000 18.000 23.5544 930.693 15.285
1 0.104228300 1125.000 46.000 24.7033 1138.956 43.728
1 0.104228300 926.000 77.000 17.5130 936.056 76.150
1 0.104228300 861.000 125.000 25.3209 868.068 123.339
1 0.104228300 398.000 188.000 53.3072 396.937 189.474
1 0.104228300 1005.000 56.000 8.4286 1015.784 53.288
1 0.104228300 933.000 17.000 23.3732 941.731 14.176
1 0.104228300 316.000 179.000 47.4767 313.744 180.462
1 0.104228300 235.000 182.000 38.2203 230.484 183.348
1 0.104228300 995.000 86.000 15.1926 1011.671 83.567
1 0.104228300 189.000 183.000 34.7258 182.554 184.854
1 0.104228300 1104.000 98.000 14.5383 1124.635 92.699
1 0.104228300 315.000 190.000 47.4767 312.750 191.425
1 0.104228300 871.000 79.000 25.1117 878.354 77.770
1 0.104228300 215.000 157.000 23.3732 208.212 158.528
1 0.104228300 427.000 203.000 32.3246 424.823 204.701
1 0.104228300 214.000 183.000 36.8304 208.845 184.496
1 0.104228300 480.000 194.000 35.5381 478.812 195.498
1 0.104228300 1144.000 49.000 25.2159 1158.958 46.982
1 0.104228300 659.000 193.000 41.0610 660.723 194.463
1 0.104228300 659.000 162.000 50.6419 660.524 163.032
1 0.104228300 460.000 129.000 31.4872 458.546 129.501
1 0.104228300 196.000 198.000 18.0327 184.388 200.177
1 0.104228300 1088.000 104.000 14.1656 1109.457 101.719
1 0.104228300 153.000 107.000 31.6512 145.880 107.295
1 0.104228300 872.000 90.000 25.0083 879.583 89.102
1 0.104228300 187.000 157.000 33.7612 180.340 158.798
1 0.104228300 155.000 167.000 31.6512 147.971 168.310
1 0.104228300 205.000 158.000 34.7258 199.468 159.376
1 0.104228300 193.000 114.000 34.9254 186.956 113.952
1 0.104228300 431.000 128.000 31.3249 428.743 128.390
1 0.104228300 687.000 150.000 53.7790 689.380 150.618
1 0.104228300 459.000 158.000 31.6512 457.431 159.166
1 0.104228300 198.000 140.000 22.1789 188.948 140.593
1 0.104228300 328.000 191.000 47.8506 325.911 192.424
1 0.104228300 690.000 111.000 57.3304 691.606 111.527
1 0.104228300 174.000 183.000 33.9498 164.880 184.043
1 0.104228300 1075.000 100.000 14.0672 1096.547 97.716
1 0.104228300 785.000 137.000 37.9814 788.452 137.309
1 0.104228300 229.000 174.000 22.7604 224.371 175.608
1 0.104228300 659.000 173.000 44.0364 660.635 174.089
1 0.104228300 966.000 62.000 15.5026 980.724 58.481
1 0.104228300 191.000 209.000 18.0864 178.928 211.529
1 0.104228300 751.000 141.000 47.4767 756.146 141.199
1 0.104228300 185.000 130.000 18.3043 173.203 129.740
1 0.104228300 1081.000 5.000 23.2836 1093.099 1.992
1 0.104228300 429.000 79.000 45.3509 427.604 79.084
1 0.104228300 138.000 156.000 31.3249 130.330 157.153
1 0.104228300 1081.000 58.000 16.9276 1100.427 54.492
1 0.104228300 207.000 148.000 22.8460 199.650 149.135
