frame_idx timestamp vx_cam vy_cam vz_cam speed_mps
0 0.000000000 0.03358 -0.09392 5.42416 5.42508
1 0.104228300 -0.01374 -0.11583 5.39358 5.39484
2 0.208476500 -0.07196 -0.16955 5.38771 5.39086
3 0.312729100 -0.04522 -0.15177 5.39243 5.39475
4 0.416978600 -0.01582 -0.11437 5.41852 5.41975
5 0.521227100 -0.04506 -0.11674 5.50964 5.51106
6 0.625476100 -0.06162 -0.13519 5.55809 5.56007
7 0.729727000 -0.07846 -0.19506 5.63087 5.63480
8 0.833976000 -0.06830 -0.17203 5.69585 5.69885
9 0.938358800 -0.09663 -0.15792 5.76722 5.77019
10 1.042605000 -0.08381 -0.10063 5.88077 5.88223
11 1.146853000 -0.08297 -0.07468 6.00486 6.00590
12 1.251125000 -0.09346 -0.05354 6.22141 6.22234
13 1.355354000 -0.07825 -0.09011 6.37828 6.37939
14 1.459603000 -0.07039 -0.17591 6.48973 6.49249
15 1.563854000 -0.09574 -0.21466 6.55857 6.56278
16 1.668106000 -0.10516 -0.14412 6.63876 6.64116
17 1.772352000 -0.05293 -0.04195 6.81856 6.81889
18 1.876603000 0.00128 0.00464 7.04415 7.04415
19 1.980855000 0.05824 0.00836 7.29400 7.29424
20 2.085105000 0.04489 -0.05442 7.44953 7.44987
21 2.189354000 0.02678 -0.10973 7.56705 7.56789
22 2.293607000 0.05634 -0.10212 7.70926 7.71014
23 2.397855000 0.02617 -0.08710 7.87835 7.87887
24 2.502107000 0.07068 -0.08042 7.98853 7.98925
25 2.606377000 0.12509 -0.10227 8.11905 8.12065
26 2.710606000 0.16795 -0.12568 8.24736 8.25003
27 2.814856000 0.07055 -0.07732 8.45809 8.45874
28 2.919104000 0.07200 -0.07825 8.64376 8.64441
29 3.023358000 0.05882 -0.11517 8.83896 8.83990
30 3.127481000 0.06692 -0.14652 8.96531 8.96675
31 3.231728000 0.02442 -0.14406 9.14437 9.14554
32 3.335979000 0.07247 -0.12272 9.32209 9.32318
33 3.440232000 0.02857 -0.12557 9.37600 9.37689
34 3.544357000 0.02422 -0.12810 9.43017 9.43107
35 3.648605000 0.02684 -0.13376 9.48776 9.48874
36 3.752729000 0.01428 -0.14385 9.60741 9.60850
37 3.856982000 0.01612 -0.14610 9.66671 9.66783
38 3.961233000 0.01283 -0.16345 9.74586 9.74724
39 4.065354000 0.02612 -0.17681 9.79747 9.79910
40 4.169606000 0.00552 -0.15648 9.87054 9.87178
41 4.273854000 0.01020 -0.16025 9.95372 9.95501
42 4.377982000 0.02289 -0.15519 10.04788 10.04911
43 4.482232000 0.01584 -0.16988 10.13642 10.13785
44 4.586357000 0.01201 -0.18606 10.19993 10.20164
45 4.690605000 -0.00685 -0.21339 10.20759 10.20983
46 4.794755000 0.07756 -0.15713 10.29611 10.29760
47 4.898858000 0.14262 -0.10879 10.31630 10.31786
48 5.003109000 0.05542 -0.18086 10.34274 10.34447
49 5.107234000 0.02781 -0.21777 10.33635 10.33868
50 5.211513000 0.00935 -0.23535 10.33550 10.33818
51 5.315611000 -0.00190 -0.26876 10.30701 10.31051
52 5.419858000 -0.04531 -0.20209 10.23257 10.23467
