frame_idx timestamp u v depth_m u_next v_next
0 0.000000000 947.000 57.000 77.2289 913.254 59.548
0 0.000000000 993.000 76.000 77.2289 957.971 78.703
0 0.000000000 401.000 11.000 76.2754 362.932 8.130
0 0.000000000 915.000 66.000 78.2064 881.822 68.440
0 0.000000000 377.000 18.000 73.5513 337.824 15.211
0 0.000000000 390.000 24.000 72.6860 351.453 21.400
0 0.000000000 987.000 66.000 77.2289 952.227 68.742
0 0.000000000 805.000 164.000 33.0391 842.241 165.590
0 0.000000000 389.000 11.000 72.6860 350.525 8.136
0 0.000000000 983.000 51.000 75.3452 948.359 53.849
0 0.000000000 488.000 26.000 78.2064 513.381 32.173
0 0.000000000 498.000 18.000 77.2289 523.133 25.057
0 0.000000000 965.000 52.000 77.2289 930.755 54.702
0 0.000000000 925.000 43.000 76.2754 891.737 45.528
0 0.000000000 367.000 21.000 74.4375 327.421 18.155
0 0.000000000 397.000 1.000 72.6860 358.950 -1.984
0 0.000000000 434.000 25.000 77.2289 397.673 23.282
0 0.000000000 417.000 20.000 77.2289 379.894 17.815
0 0.000000000 763.000 159.000 29.7034 796.633 160.104
0 0.000000000 981.000 178.000 35.1040 952.350 180.004
0 0.000000000 1100.000 161.000 38.6144 1022.720 162.842
0 0.000000000 708.000 195.000 30.2858 743.496 197.766
0 0.000000000 355.000 13.000 76.2754 314.944 9.882
0 0.000000000 834.000 196.000 29.7034 872.462 198.896
0 0.000000000 1186.000 25.000 73.5513 1143.254 29.852
0 0.000000000 825.000 190.000 29.8469 862.802 192.761
0 0.000000000 922.000 77.000 79.2091 888.888 79.416
0 0.000000000 996.000 92.000 78.2064 960.695 94.637
0 0.000000000 729.000 190.000 29.9918 762.054 192.754
0 0.000000000 1080.000 163.000 37.4443 1004.502 164.791
0 0.000000000 335.000 30.000 75.3452 294.185 27.464
0 0.000000000 974.000 46.000 75.3452 939.498 48.807
0 0.000000000 1109.000 154.000 64.3574 1031.848 155.690
0 0.000000000 790.000 156.000 30.5857 827.227 157.160
0 0.000000000 554.000 177.000 35.1040 519.754 179.232
0 0.000000000 559.000 257.000 12.4062 543.213 261.247
0 0.000000000 977.000 88.000 77.2289 942.221 90.552
0 0.000000000 723.000 157.000 29.7034 756.900 157.549
0 0.000000000 980.000 75.000 77.2289 945.279 77.687
0 0.000000000 738.000 161.000 29.7034 771.751 162.042
0 0.000000000 345.000 20.000 76.2754 304.666 17.035
0 0.000000000 949.000 178.000 34.9057 920.784 179.995
0 0.000000000 616.000 178.000 35.1040 584.072 180.205
0 0.000000000 915.000 356.000 6.5587 910.182 345.160
0 0.000000000 959.000 178.000 34.9057 930.608 179.929
0 0.000000000 325.000 14.000 68.6479 283.525 10.415
0 0.000000000 277.000 32.000 67.1555 232.925 28.634
0 0.000000000 1199.000 26.000 72.6860 1156.208 30.812
0 0.000000000 812.000 189.000 29.7034 849.350 191.916
0 0.000000000 815.000 216.000 21.9089 790.086 219.860
0 0.000000000 914.000 332.000 7.4259 917.707 315.965
0 0.000000000 968.000 149.000 79.2091 935.606 150.966
0 0.000000000 802.000 190.000 29.7034 839.238 192.774
0 0.000000000 867.000 359.000 6.4290 887.535 347.621
0 0.000000000 581.000 177.000 34.9057 547.748 179.214
0 0.000000000 792.000 212.000 22.1445 767.056 215.297
0 0.000000000 870.000 316.000 8.2158 874.080 312.592
0 0.000000000 783.000 337.000 7.0368 773.603 364.183
0 0.000000000 599.000 177.000 35.1040 566.408 179.245
0 0.000000000 917.000 345.000 6.8118 921.644 333.441
0 0.000000000 854.000 286.000 10.2972 843.771 299.293
0 0.000000000 817.000 325.000 7.6940 810.867 348.096
0 0.000000000 801.000 312.000 8.4634 789.525 331.135
0 0.000000000 1214.000 201.000 31.8470 1184.658 203.203
0 0.000000000 525.000 290.000 9.3047 507.281 297.827
0 0.000000000 795.000 289.000 9.9490 780.022 303.008
0 0.000000000 1005.000 215.000 22.3852 982.593 217.826
0 0.000000000 845.000 226.000 18.4427 823.605 230.140
0 0.000000000 970.000 178.000 34.9057 941.205 179.942
0 0.000000000 323.000 26.000 66.4334 281.910 23.447
0 0.000000000 768.000 298.000 9.1803 751.563 315.103
0 0.000000000 571.000 278.000 10.4187 557.425 284.413
0 0.000000000 799.000 299.000 9.1939 786.085 315.293
0 0.000000000 1190.000 201.000 34.7096 1160.542 203.319
0 0.000000000 531.000 262.000 11.7013 522.817 265.237
0 0.000000000 1176.000 202.000 30.5857 1147.747 204.281
0 0.000000000 785.000 298.000 9.1803 770.344 314.592
0 0.000000000 878.000 360.000 6.4290 898.333 348.685
0 0.000000000 764.000 223.000 19.0102 738.528 227.495
0 0.000000000 1226.000 201.000 33.9468 1195.892 203.231
0 0.000000000 755.000 300.000 8.9282 737.471 316.940
0 0.000000000 455.000 281.000 9.8695 447.581 283.450
0 0.000000000 832.000 300.000 9.1530 822.551 316.595
0 0.000000000 295.000 20.000 66.4334 251.499 16.199
0 0.000000000 510.000 256.000 11.6572 502.214 258.945
0 0.000000000 746.000 338.000 7.0208 739.377 361.193
0 0.000000000 1137.000 203.000 28.3409 1109.758 205.313
0 0.000000000 906.000 338.000 7.2772 910.664 323.274
0 0.000000000 843.000 280.000 10.6339 830.718 291.845
0 0.000000000 792.000 317.000 8.3042 779.844 336.641
0 0.000000000 601.000 246.000 13.7909 595.252 247.989
0 0.000000000 810.000 292.000 9.5492 795.896 305.839
0 0.000000000 830.000 311.000 8.4519 820.870 329.232
0 0.000000000 795.000 269.000 11.2949 777.196 279.273
0 0.000000000 820.000 310.000 8.5454 809.214 327.743
0 0.000000000 325.000 2.000 65.7267 283.395 -2.531
0 0.000000000 1092.000 200.000 29.9918 1065.287 202.453
0 0.000000000 820.000 300.000 9.1530 808.408 316.251
0 0.000000000 1022.000 211.000 23.1397 997.649 213.593
0 0.000000000 783.000 221.000 19.5516 756.928 225.427
0 0.000000000 780.000 324.000 7.6845 767.300 346.533
0 0.000000000 770.000 238.000 16.6084 746.496 243.799
0 0.000000000 526.000 252.000 12.3320 518.029 255.332
0 0.000000000 786.000 309.000 8.5572 773.010 328.267
0 0.000000000 366.000 160.000 77.2289 322.061 161.437
0 0.000000000 771.000 280.000 10.4187 753.133 292.888
0 0.000000000 1157.000 201.000 32.1787 1128.447 203.347
0 0.000000000 717.000 201.000 29.0061 751.872 203.989
0 0.000000000 810.000 302.000 9.0991 797.910 318.695
0 0.000000000 536.000 253.000 12.3566 528.276 256.137
0 0.000000000 818.000 286.000 10.2121 803.670 298.979
0 0.000000000 831.000 289.000 9.9650 819.086 302.644
0 0.000000000 704.000 345.000 6.7302 696.459 358.387
0 0.000000000 798.000 221.000 19.6761 772.885 225.429
0 0.000000000 837.000 256.000 13.5489 820.258 264.401
0 0.000000000 389.000 67.000 77.2289 350.487 65.709
0 0.000000000 781.000 286.000 10.1284 764.925 300.502
0 0.000000000 752.000 328.000 7.5345 745.416 352.073
0 0.000000000 838.000 321.000 8.0552 832.063 341.452
0 0.000000000 377.000 44.000 76.2754 338.031 41.937
0 0.000000000 492.000 272.000 10.7262 485.215 274.350
0 0.000000000 408.000 178.000 35.1040 366.111 180.284
0 0.000000000 413.000 62.000 78.2064 375.738 60.888
0 0.000000000 345.000 31.000 76.2754 304.512 28.317
0 0.000000000 1044.000 210.000 23.9469 1018.436 212.532
0 0.000000000 831.000 266.000 12.1143 814.593 275.102
0 0.000000000 375.000 61.000 77.2289 335.964 59.453
0 0.000000000 850.000 259.000 12.4814 834.268 267.581
0 0.000000000 822.000 231.000 16.9734 801.616 235.501
0 0.000000000 804.000 232.000 17.8564 783.447 236.740
0 0.000000000 953.000 73.000 77.2289 919.039 75.605
0 0.000000000 400.000 64.000 77.2289 362.008 62.739
0 0.000000000 820.000 274.000 11.0327 804.289 284.754
0 0.000000000 1047.000 330.000 7.6275 1050.864 332.766
0 0.000000000 1178.000 334.000 7.4259 1209.974 355.603
0 0.000000000 793.000 230.000 18.3878 772.971 234.837
1 0.103759500 913.000 60.000 77.2289 878.162 62.963
1 0.103759500 959.000 78.000 77.2289 922.984 81.011
1 0.103759500 910.000 36.000 75.3452 875.264 39.135
1 0.103759500 882.000 69.000 79.2091 847.879 71.930
1 0.103759500 953.000 68.000 77.2289 917.184 71.083
1 0.103759500 363.000 8.000 74.4375 321.214 7.503
1 0.103759500 948.000 53.000 76.2754 912.327 56.174
1 0.103759500 428.000 7.000 77.2289 454.448 16.174
1 0.103759500 453.000 27.000 77.2289 477.047 36.085
1 0.103759500 421.000 24.000 77.2289 446.510 35.508
1 0.103759500 351.000 21.000 67.1555 308.613 20.908
1 0.103759500 337.000 16.000 71.0150 293.792 15.572
1 0.103759500 966.000 65.000 77.2289 929.582 68.220
1 0.103759500 907.000 26.000 76.2754 872.233 29.148
1 0.103759500 350.000 8.000 67.8935 307.662 7.500
1 0.103759500 931.000 55.000 77.2289 895.669 58.132
1 0.103759500 325.000 18.000 71.8408 281.442 17.543
1 0.103759500 743.000 197.000 29.8469 779.990 200.565
1 0.103759500 1058.000 328.000 7.8405 1063.976 333.952
1 0.103759500 635.000 180.000 33.0391 602.375 183.948
1 0.103759500 942.000 90.000 78.2064 906.452 93.005
1 0.103759500 1142.000 30.000 77.2289 1098.812 34.249
1 0.103759500 781.000 192.000 28.8706 818.055 195.459
1 0.103759500 887.000 55.000 76.2754 852.753 57.849
1 0.103759500 761.000 192.000 29.7034 794.578 195.346
1 0.103759500 897.000 59.000 77.2289 862.650 61.924
1 0.103759500 599.000 180.000 32.5174 565.216 184.177
1 0.103759500 374.000 18.000 72.6860 332.868 18.151
1 0.103759500 618.000 180.000 32.6895 584.842 184.108
1 0.103759500 961.000 95.000 78.2064 924.902 97.920
1 0.103759500 887.000 78.000 79.2091 852.836 81.009
1 0.103759500 315.000 7.000 76.2754 270.935 6.399
1 0.103759500 829.000 168.000 29.2811 866.360 170.488
1 0.103759500 647.000 180.000 32.5174 614.620 183.836
1 0.103759500 519.000 179.000 32.1787 481.849 183.563
1 0.103759500 1125.000 180.000 35.3046 1091.875 181.652
