frame_idx,timestamp,u,v,depth_m,u_next,v_next
0,1602143852.213626862,322.000,138.000,26.9972,321.984,138.248
0,1602143852.213626862,321.000,118.000,26.9090,320.976,118.226
0,1602143852.213626862,433.000,296.000,6.2205,433.112,296.648
0,1602143852.213626862,294.000,79.000,40.7656,294.003,79.212
0,1602143852.213626862,311.000,126.000,26.7082,310.981,126.228
0,1602143852.213626862,385.000,95.000,39.9642,385.040,95.250
0,1602143852.213626862,305.000,88.000,40.6988,304.987,88.225
0,1602143852.213626862,409.000,92.000,40.4872,409.041,92.258
0,1602143852.213626862,525.000,307.000,5.9252,525.385,307.693
0,1602143852.213626862,301.000,66.000,40.3568,301.010,66.205
0,1602143852.213626862,533.000,261.000,8.3146,533.340,261.533
0,1602143852.213626862,440.000,108.000,41.2675,440.062,108.260
0,1602143852.213626862,398.000,85.000,41.1190,398.040,85.255
0,1602143852.213626862,386.000,68.000,42.6336,386.087,68.219
0,1602143852.213626862,763.000,206.000,5.8663,764.177,206.502
0,1602143852.213626862,455.000,90.000,43.3754,455.081,90.255
0,1602143852.213626862,467.000,294.000,6.3618,467.209,294.650
0,1602143852.213626862,391.000,107.000,40.7801,391.055,107.250
0,1602143852.213626862,338.000,61.000,40.6713,338.050,61.246
0,1602143852.213626862,515.000,245.000,9.5905,515.269,245.462
0,1602143852.213626862,409.000,111.000,41.4946,409.032,111.263
0,1602143852.213626862,458.000,104.000,42.0788,458.082,104.269
0,1602143852.213626862,460.000,279.000,7.1931,460.168,279.558
0,1602143852.213626862,443.000,88.000,42.4919,443.070,88.259
0,1602143852.213626862,532.000,240.000,10.4748,532.267,240.443
0,1602143852.213626862,349.000,85.000,39.8990,349.052,85.249
0,1602143852.213626862,279.000,79.000,42.4638,279.007,79.209
0,1602143852.213626862,409.000,298.000,4.2218,409.022,298.660
0,1602143852.213626862,259.000,110.000,37.5651,258.982,110.224
0,1602143852.213626862,419.000,44.000,41.7744,419.116,44.218
0,1602143852.213626862,305.000,104.000,38.7350,304.995,104.212
0,1602143852.213626862,384.000,120.000,42.3891,384.043,120.249
0,1602143852.213626862,291.000,102.000,40.2299,290.995,102.218
0,1602143852.213626862,496.000,304.000,5.9701,496.245,304.546
0,1602143852.213626862,287.000,55.000,40.8797,287.025,55.207
0,1602143852.213626862,351.000,64.000,41.7871,351.041,64.242
0,1602143852.213626862,555.000,277.000,7.2783,555.412,277.596
0,1602143852.213626862,430.000,96.000,40.8061,430.078,96.263
0,1602143852.213626862,351.000,50.000,40.6254,351.068,50.217
0,1602143852.213626862,428.000,78.000,40.3932,428.084,78.231
0,1602143852.213626862,324.000,35.000,41.0138,324.000,35.200
0,1602143852.213626862,556.000,240.000,10.1870,556.302,240.441
0,1602143852.213626862,523.000,230.000,11.0989,523.252,230.410
0,1602143852.213626862,647.000,97.000,9.6042,647.506,97.222
0,1602143852.213626862,311.000,73.000,39.5890,311.010,73.205
0,1602143852.213626862,313.000,41.000,40.8848,313.003,41.201
0,1602143852.213626862,303.000,278.000,7.1743,302.736,278.539
0,1602143852.213626862,618.000,264.000,7.7416,618.537,264.554
0,1602143852.213626862,515.000,96.000,39.0901,515.099,96.265
0,1602143852.213626862,531.000,295.000,6.3812,531.376,295.651
0,1602143852.213626862,642.000,113.000,9.6878,642.484,113.258
