frame_idx,timestamp,u,v,depth_m,u_next,v_next
0,1602074877.357449293,126.000,183.000,20.6093,123.160,183.163
0,1602074877.357449293,140.000,186.000,20.3860,137.171,186.153
0,1602074877.357449293,15.000,173.000,6.1300,11.582,172.876
0,1602074877.357449293,43.000,116.000,59.9290,40.557,115.714
0,1602074877.357449293,118.000,168.000,21.2470,115.177,168.108
0,1602074877.357449293,515.000,52.000,31.1078,514.254,51.842
0,1602074877.357449293,675.000,47.000,30.8246,674.590,46.967
0,1602074877.357449293,212.000,152.000,89.5448,210.484,151.974
0,1602074877.357449293,49.000,171.000,35.4093,46.253,170.995
0,1602074877.357449293,553.000,48.000,34.2936,552.346,47.849
0,1602074877.357449293,355.000,169.000,28.3089,353.638,169.153
0,1602074877.357449293,472.000,125.000,23.2512,471.143,125.054
0,1602074877.357449293,568.000,45.000,30.2888,567.344,44.872
0,1602074877.357449293,454.000,126.000,23.0181,453.082,126.050
0,1602074877.357449293,351.000,149.000,28.5713,349.666,149.058
0,1602074877.357449293,42.000,129.000,84.7856,39.718,128.744
0,1602074877.357449293,34.000,90.000,39.9468,31.170,89.601
0,1602074877.357449293,228.000,147.000,82.6995,226.537,146.964
0,1602074877.357449293,43.000,104.000,48.0907,40.306,103.662
0,1602074877.357449293,217.000,141.000,80.0645,215.450,140.971
0,1602074877.357449293,157.000,185.000,21.2251,154.432,185.226
0,1602074877.357449293,500.000,29.000,22.0365,499.295,28.635
0,1602074877.357449293,46.000,157.000,72.4919,43.593,156.920
0,1602074877.357449293,657.000,29.000,24.2523,656.489,29.014
0,1602074877.357449293,29.000,128.000,68.9888,26.619,127.690
0,1602074877.357449293,29.000,180.000,34.4251,26.052,180.011
0,1602074877.357449293,686.000,20.000,34.3145,685.651,19.839
0,1602074877.357449293,15.000,187.000,7.0923,11.462,187.176
0,1602074877.357449293,360.000,22.000,23.5429,358.695,21.550
0,1602074877.357449293,124.000,200.000,20.7227,121.167,200.304
0,1602074877.357449293,531.000,30.000,19.4367,530.403,29.667
0,1602074877.357449293,750.000,181.000,16.9068,750.188,181.433
