frame_idx,timestamp,vx_cam,vy_cam,vz_cam,speed_mps
1,1614257535.578941345,0.16367,-0.05436,2.50251,2.50845
2,1614257535.611941338,0.17514,-0.07874,2.48390,2.49132
3,1614257535.644941568,0.17658,-0.08600,2.48611,2.49386
4,1614257535.677941799,0.17798,-0.09327,2.48846,2.49656
5,1614257535.710941792,0.21982,-0.09756,2.51499,2.52646
6,1614257535.743941784,0.26572,-0.09810,2.55257,2.56824
7,1614257535.776941776,0.24577,-0.09864,2.58493,2.59846
8,1614257535.809942007,0.22544,-0.09917,2.61714,2.62870
9,1614257535.842941999,0.24717,-0.11162,2.74178,2.75516
10,1614257535.875942230,0.24072,-0.11274,2.76754,2.78027
11,1614257535.908941984,0.23398,-0.11386,2.79331,2.80540
12,1614257535.941942215,0.22696,-0.11498,2.81909,2.83055
13,1614257535.974942207,0.21965,-0.11610,2.84488,2.85571
14,1614257536.007942438,0.21206,-0.11723,2.87068,2.88088
15,1614257536.040942669,0.20417,-0.11836,2.89648,2.90608
16,1614257536.073942423,0.19019,-0.12069,2.93820,2.94682
17,1614257536.106942654,0.17578,-0.12301,2.97985,2.98757
18,1614257536.139942646,0.16097,-0.12534,3.02143,3.02831
19,1614257536.172942877,0.14573,-0.12766,3.06294,3.06906
20,1614257536.205942869,0.13008,-0.12998,3.10437,3.10981
21,1614257536.238942862,0.11402,-0.13231,3.14572,3.15056
22,1614257536.271942854,0.12055,-0.12957,3.19022,3.19512
23,1614257536.304943085,0.12671,-0.12682,3.23483,3.23979
24,1614257536.337943077,0.13249,-0.12407,3.27955,3.28457
25,1614257536.370943308,0.13789,-0.12132,3.32438,3.32945
26,1614257536.403943539,0.14290,-0.11856,3.36931,3.37443
27,1614257536.436943293,0.13940,-0.11979,3.41343,3.41837
28,1614257536.469943523,0.13553,-0.12100,3.45757,3.46234
29,1614257536.502943516,0.13129,-0.12219,3.50174,3.50633
30,1614257536.535943747,0.12667,-0.12337,3.54594,3.55035
31,1614257536.568943501,0.12168,-0.12452,3.59017,3.59439
32,1614257536.601943731,0.11705,-0.12944,3.62757,3.63177
33,1614257536.634943962,0.11210,-0.13437,3.66501,3.66918
34,1614257536.667943954,0.10682,-0.13930,3.70247,3.70663
35,1614257536.700944185,0.10122,-0.14424,3.73995,3.74410
36,1614257536.733944178,0.09529,-0.14919,3.77745,3.78160
37,1614257536.766944170,0.08447,-0.14971,3.81056,3.81444
38,1614257536.799944162,0.07337,-0.15023,3.84365,3.84729
39,1614257536.832944393,0.06200,-0.15075,3.87671,3.88014
40,1614257536.865944386,0.05036,-0.15128,3.90975,3.91299
41,1614257536.898944616,0.03844,-0.15180,3.94275,3.94586
42,1614257536.931944609,0.03209,-0.15407,3.97370,3.97681
43,1614257536.964944601,0.02550,-0.15635,4.00466,4.00779
44,1614257536.997944832,0.01865,-0.15862,4.03563,4.03879
45,1614257537.030944824,0.01155,-0.16091,4.06661,4.06981
46,1614257537.063945055,0.00419,-0.16319,4.09760,4.10085
47,1614257537.096944809,0.02280,-0.15267,4.13376,4.13664
48,1614257537.129945040,0.04118,-0.14217,4.17009,4.17272
49,1614257537.162945032,0.05932,-0.13169,4.20659,4.20907
50,1614257537.195945263,0.07722,-0.12124,4.24326,4.24570
51,1614257537.228945494,0.09489,-0.11080,4.28010,4.28259
52,1614257537.261945248,0.08771,-0.11440,4.31520,4.31761
53,1614257537.294945478,0.08033,-0.11799,4.35029,4.35263
54,1614257537.327945471,0.07275,-0.12156,4.38538,4.38767
55,1614257537.360945702,0.06496,-0.12511,4.42047,4.42271
56,1614257537.393945694,0.05697,-0.12865,4.45554,4.45776
57,1614257537.426945686,0.05348,-0.13614,4.49356,4.49594
58,1614257537.459945679,0.04981,-0.14360,4.53159,4.53414
59,1614257537.492945910,0.04595,-0.15103,4.56963,4.57236
60,1614257537.525945902,0.04190,-0.15845,4.60769,4.61060
61,1614257537.558946133,0.03767,-0.16584,4.64576,4.64887
62,1614257537.591946125,0.03372,-0.16196,4.68535,4.68827
63,1614257537.624946117,0.02963,-0.15810,4.72495,4.72769
64,1614257537.657946348,0.02538,-0.15424,4.76455,4.76711
65,1614257537.690946341,0.02099,-0.15040,4.80415,4.80655
66,1614257537.723946571,0.01646,-0.14656,4.84375,4.84600
67,1614257537.756946325,0.00330,-0.15264,4.88607,4.88845
68,1614257537.789946556,-0.00998,-0.15873,4.92835,4.93091
69,1614257537.822946548,-0.02340,-0.16482,4.97060,4.97339
70,1614257537.855946779,-0.03695,-0.17092,5.01282,5.01587
71,1614257537.888947010,-0.02273,-0.19018,5.05675,5.06037
72,1614257537.921946764,-0.00860,-0.20944,5.10071,5.10502
73,1614257537.954946995,0.00542,-0.22870,5.14472,5.14980
74,1614257537.987946987,0.01933,-0.24797,5.18876,5.19472
75,1614257538.020947218,0.07878,-0.27092,5.22467,5.23228
76,1614257538.053947210,0.13815,-0.29387,5.26070,5.27071
77,1614257538.086947441,0.19745,-0.31682,5.29686,5.31000
78,1614257538.119947195,0.25667,-0.33977,5.33316,5.35013
79,1614257538.152947426,0.21168,-0.31822,5.37490,5.38847
80,1614257538.218947649,0.12155,-0.27488,5.45811,5.46638
81,1614257538.251947880,0.07642,-0.25309,5.49959,5.50594
82,1614257538.284947634,0.03344,-0.23460,5.52960,5.53468
83,1614257538.317947865,-0.00959,-0.21612,5.55956,5.56377
84,1614257538.449948072,-0.18214,-0.14226,5.67883,5.68353
85,1614257538.482948303,-0.17630,-0.15515,5.72930,5.73411
86,1614257538.515948296,-0.17050,-0.16809,5.77976,5.78472
87,1614257538.548948526,-0.16475,-0.18106,5.83023,5.83536
88,1614257538.581948519,-0.15905,-0.19407,5.88068,5.88603
89,1614257538.614948511,-0.13666,-0.21807,5.90277,5.90838
90,1614257538.647948503,-0.11428,-0.24213,5.92482,5.93087
91,1614257538.680948734,-0.09193,-0.26625,5.94683,5.95350
92,1614257538.713948727,-0.06959,-0.29043,5.96881,5.97627
93,1614257538.746948957,-0.07571,-0.29948,5.99186,5.99982
94,1614257538.779948950,-0.08182,-0.30853,6.01492,6.02339
95,1614257538.812948942,-0.08793,-0.31760,6.03798,6.04697
96,1614257538.845949173,-0.09403,-0.32667,6.06104,6.07056
97,1614257538.878949165,-0.07715,-0.32328,6.07589,6.08498
98,1614257538.911949396,-0.06028,-0.31987,6.09076,6.09945
99,1614257538.944949150,-0.04342,-0.31643,6.10562,6.11397
100,1614257538.977949381,-0.02656,-0.31295,6.12049,6.12855
101,1614257539.010949373,-0.00023,-0.27906,6.15277,6.15910
102,1614257539.043949604,0.02610,-0.24514,6.18504,6.18995
103,1614257539.076949596,0.05243,-0.21122,6.21730,6.22110
104,1614257539.109949589,0.06863,-0.21489,6.24588,6.24995
105,1614257539.142949820,0.08483,-0.21858,6.27446,6.27884
106,1614257539.175949812,0.10103,-0.22230,6.30303,6.30776
107,1614257539.208950043,0.11638,-0.23731,6.31577,6.32130
108,1614257539.241950035,0.13174,-0.25232,6.32850,6.33489
109,1614257539.274950027,0.14708,-0.26735,6.34122,6.34856
110,1614257539.307950020,0.14820,-0.26944,6.37018,6.37760
111,1614257539.340950251,0.14933,-0.27154,6.39914,6.40664
112,1614257539.373950243,0.15044,-0.27364,6.42810,6.43568
113,1614257539.406950474,0.13124,-0.24534,6.44717,6.45317
114,1614257539.439950705,0.11204,-0.21706,6.46625,6.47086
115,1614257539.472950459,0.09282,-0.18878,6.48533,6.48874
116,1614257539.505950689,0.01242,-0.19363,6.50559,6.50848
117,1614257539.538950682,-0.06798,-0.19849,6.52584,6.52922
118,1614257539.571950912,-0.14838,-0.20336,6.54611,6.55095
119,1614257539.604950666,-0.15235,-0.22203,6.56989,6.57540
120,1614257539.637950897,-0.15632,-0.24069,6.59367,6.59991
121,1614257539.670950890,-0.16030,-0.25934,6.61746,6.62448
122,1614257539.703951120,-0.10294,-0.26304,6.64860,6.65459
123,1614257539.736951113,-0.04557,-0.26672,6.67974,6.68522
124,1614257539.769951344,0.01178,-0.27037,6.71089,6.71634
125,1614257539.802951336,0.00704,-0.28416,6.73565,6.74164
