frame_idx timestamp vx_cam vy_cam vz_cam speed_mps
0 0.000000000 -0.45214 -0.27377 8.27769 8.29455
1 0.103735900 -0.43487 -0.26442 8.27886 8.29449
2 0.207338100 -0.41763 -0.25507 8.27996 8.29440
3 0.311075200 -0.40037 -0.24569 8.28103 8.29434
4 0.414691700 -0.38314 -0.23630 8.28205 8.29427
5 0.518430200 -0.36590 -0.22688 8.28300 8.29418
6 0.622044800 -0.34869 -0.21745 8.28393 8.29411
7 0.725797700 -0.33146 -0.20799 8.28480 8.29403
8 0.829419900 -0.31426 -0.19853 8.28563 8.29396
9 0.933146700 -0.29705 -0.18903 8.28638 8.29386
10 1.036910000 -0.27984 -0.17952 8.28717 8.29384
11 1.140497000 -0.26267 -0.17000 8.28782 8.29372
12 1.244242000 -0.24548 -0.16045 8.28845 8.29364
13 1.347979000 -0.22896 -0.15204 8.29131 8.29586
14 1.451596000 -0.20105 -0.12341 8.25666 8.26003
15 1.555212000 -0.20496 -0.15733 8.32065 8.32466
16 1.658960000 -0.19836 -0.13696 8.40049 8.40394
17 1.762569000 -0.23819 -0.12642 8.49460 8.49888
18 1.866302000 -0.19049 -0.10367 8.60481 8.60754
19 1.969923000 -0.18452 -0.11350 8.68917 8.69187
20 2.073666000 -0.14067 -0.11714 8.74358 8.74550
21 2.177281000 -0.16321 -0.11566 8.79935 8.80163
22 2.281017000 -0.13018 -0.12288 8.82932 8.83114
23 2.384639000 -0.12082 -0.12216 8.86329 8.86496
24 2.488250000 -0.09994 -0.10123 8.95119 8.95232
25 2.591988000 -0.12884 -0.13422 9.01302 9.01494
26 2.695832000 -0.10382 -0.17724 9.05097 9.05330
27 2.799367000 -0.07826 -0.16543 9.09993 9.10177
28 2.903084000 -0.09043 -0.15716 9.13057 9.13237
29 3.006768000 -0.09801 -0.16680 9.15587 9.15791
30 3.110441000 -0.11256 -0.16543 9.19818 9.20036
31 3.214057000 -0.09463 -0.12924 9.26429 9.26567
32 3.317669000 -0.08569 -0.11235 9.35916 9.36023
33 3.421285000 -0.09790 -0.10422 9.42607 9.42715
34 3.524925000 -0.09788 -0.14643 9.46400 9.46564
35 3.628545000 -0.01409 -0.15160 9.45407 9.45530
36 3.732256000 -0.07050 -0.13679 9.46234 9.46359
37 3.835871000 -0.13061 -0.14480 9.51218 9.51418
38 3.939488000 -0.14613 -0.23009 9.77580 9.77960
39 4.043107000 -0.15441 -0.42864 10.20797 10.21813
40 4.146888000 -0.18341 -0.36366 10.07784 10.08606
41 4.250460000 -0.15608 -0.39331 10.07904 10.08792
42 4.354202000 -0.13056 -0.29784 9.97236 9.97766
43 4.457940000 -0.13016 -0.31924 10.01035 10.01629
44 4.561559000 -0.21922 -0.26014 9.88268 9.88854
45 4.665293000 -0.17468 -0.27996 9.88517 9.89067
46 4.768912000 -0.14005 -0.23367 9.76767 9.77147
47 4.872532000 -0.19084 -0.26111 9.72221 9.72758
48 4.976146000 -0.13095 -0.26921 9.66795 9.67258
49 5.079909000 -0.10106 -0.23795 9.66598 9.66944
50 5.183503000 -0.14073 -0.27444 9.62337 9.62831
51 5.287117000 -0.18344 -0.27176 9.52779 9.53343
52 5.390861000 -0.17198 -0.23691 9.45905 9.46358
53 5.494473000 -0.12462 -0.16795 9.48581 9.48812
54 5.598233000 -0.10019 -0.22180 9.49111 9.49423
55 5.701829000 -0.08901 -0.19991 9.43574 9.43828
56 5.805571000 -0.09961 -0.21828 9.38367 9.38674
57 5.909185000 -0.07204 -0.20020 9.30415 9.30658
58 6.012921000 -0.03165 -0.18931 9.31910 9.32108
59 6.116541000 -0.07625 -0.16587 9.26210 9.26390
60 6.220278000 -0.04879 -0.14554 9.30545 9.30672
61 6.323895000 -0.10548 -0.12845 9.28915 9.29063
62 6.427659000 -0.15386 -0.18600 9.19757 9.20074
63 6.531383000 -0.11220 -0.23338 9.10398 9.10766
64 6.634992000 -0.05646 -0.22500 8.93521 8.93822
65 6.738741000 -0.03888 -0.19082 8.85381 8.85596
66 6.842350000 -0.13804 -0.15403 8.81705 8.81948
67 6.945963000 -0.08752 -0.21116 8.68791 8.69092
68 7.049705000 -0.09692 -0.23166 8.54657 8.55026
69 7.153323000 -0.06491 -0.20169 8.41150 8.41417
70 7.256934000 -0.09049 -0.18712 8.27886 8.28147
71 7.360549000 -0.07899 -0.21326 8.16293 8.16610
72 7.464167000 -0.05481 -0.20150 8.02452 8.02724
73 7.567786000 -0.04408 -0.18529 7.90825 7.91054
74 7.671396000 -0.07332 -0.18799 7.78121 7.78382
75 7.775144000 -0.07754 -0.17823 7.69014 7.69259
76 7.878754000 -0.02923 -0.25443 7.50881 7.51318
77 7.982493000 -0.08802 -0.27619 7.29644 7.30220
78 8.086111000 -0.05425 -0.26130 7.07045 7.07548
79 8.189849000 -0.04886 -0.16730 6.90757 6.90977
80 8.293470000 -0.06163 -0.16229 6.73596 6.73820
81 8.397102000 -0.08329 -0.19171 6.55132 6.55465
82 8.500847000 -0.05028 -0.26391 6.36398 6.36965
83 8.604438000 0.00731 -0.23852 6.10620 6.11086
84 8.708175000 0.08095 -0.20202 5.92350 5.92750
85 8.811795000 0.04257 -0.20085 5.75612 5.75978
86 8.915403000 -0.02203 -0.15226 5.63032 5.63243
87 9.019162000 -0.05279 -0.15571 5.51771 5.52016
88 9.122890000 0.03605 -0.14106 5.37354 5.37551
89 9.226512000 0.14817 -0.16936 5.24007 5.24490
90 9.330247000 0.13463 -0.19441 5.12260 5.12806
